age,gender,interest,Spentperclick,Clicks,Impressions,Total_Conversion
2.5255246708619254,2.736687425033085,2.474225721784777,0.0,0,559,1
2.5255246708619254,2.736687425033085,3.9596877313412744,1.49000001,2,7440,1
2.4922068390740257,2.736687425033085,2.9351464045717686,1.380000025,4,19113,1
2.4922068390740257,2.736687425033085,2.9351464045717686,0.845000029,2,10976,1
2.4922068390740257,2.736687425033085,2.9351464045717686,0.0,0,2861,1
2.4922068390740257,2.736687425033085,3.8049162123965274,0.0,0,1398,1
2.4922068390740257,2.736687425033085,2.9351464045717686,1.210000021,7,23817,1
2.6417524732485362,2.736687425033085,2.9351464045717686,1.318333348,12,47224,1
2.6417524732485362,2.736687425033085,1.7142257217847767,1.4700000290000002,1,2283,1
2.6417524732485362,2.736687425033085,1.9690714336383628,1.5299999709999998,1,2182,1
3.3579757448351746,2.9834341359503975,2.9351464045717686,0.0,0,2654,1
3.3579757448351746,2.9834341359503975,2.9351464045717686,1.290714264,14,57665,1
3.3579757448351746,2.9834341359503975,2.319283618959395,1.610000014,1,3091,1
3.3579757448351746,2.9834341359503975,3.8049162123965274,1.190000057,1,5014,1
3.3579757448351746,2.9834341359503975,2.9351464045717686,1.317142895,7,38726,1
3.3579757448351746,2.9834341359503975,1.996719160104987,0.0,0,1473,1
3.3579757448351746,2.9834341359503975,3.981240049911794,0.0,0,1186,1
3.3579757448351746,2.9834341359503975,3.8049162123965274,1.50999999,1,5369,1
3.3579757448351746,2.9834341359503975,3.9596877313412744,1.347142867,7,22221,1
3.3579757448351746,2.9834341359503975,2.209694532864243,0.0,0,1185,1
3.3579757448351746,2.9834341359503975,1.792782152230971,1.392000008,5,13019,1
2.5255246708619254,2.9834341359503975,2.994653446097016,1.2200000290000002,1,2508,1
2.5255246708619254,2.9834341359503975,3.981240049911794,1.399999976,2,5864,1
2.5255246708619254,2.9834341359503975,2.6371128608923886,1.600000024,1,2783,1
2.4922068390740257,2.9834341359503975,3.8049162123965274,1.129999995,1,3812,2
2.6417524732485362,2.9834341359503975,3.161112128425807,1.432500005,4,11199,1
2.6417524732485362,2.9834341359503975,3.0259285771096796,0.0,0,292,1
2.6417524732485362,2.9834341359503975,2.209694532864243,1.339999999,7,17572,1
2.6417524732485362,2.9834341359503975,3.161112128425807,0.0,0,1448,1
3.3579757448351746,2.736687425033085,3.161112128425807,0.0,0,1772,1
3.3579757448351746,2.736687425033085,3.161112128425807,1.407499999,4,13329,1
3.3579757448351746,2.736687425033085,3.8049162123965274,1.280000011,3,13659,1
3.3579757448351746,2.736687425033085,1.9690714336383628,0.0,0,739,1
3.3579757448351746,2.736687425033085,2.994653446097016,0.0,0,605,1
3.3579757448351746,2.736687425033085,1.853705786776653,0.0,0,1030,1
3.3579757448351746,2.736687425033085,3.9596877313412744,1.039999962,1,5374,4
3.3579757448351746,2.736687425033085,1.4025292293008829,0.0,0,790,1
3.3579757448351746,2.736687425033085,1.4025292293008829,0.0,0,962,1
2.5255246708619254,2.736687425033085,3.161112128425807,1.4600000380000002,1,4423,1
2.5255246708619254,2.736687425033085,2.9351464045717686,1.419999957,2,12382,1
2.5255246708619254,2.736687425033085,2.6371128608923886,1.350000024,1,2938,1
2.5255246708619254,2.736687425033085,1.327318460192476,0.0,0,239,1
2.5255246708619254,2.736687425033085,1.853705786776653,0.0,0,591,1
2.5255246708619254,2.736687425033085,3.981240049911794,1.4375,4,10332,1
2.5255246708619254,2.736687425033085,2.862608520088835,1.326666673,3,8259,1
2.5255246708619254,2.736687425033085,3.9596877313412744,1.483333309,3,12158,1
2.4922068390740257,2.736687425033085,3.9596877313412744,0.660000026,2,7709,2
2.4922068390740257,2.736687425033085,1.4025292293008829,0.0,0,834,1
2.6417524732485362,2.736687425033085,1.996719160104987,0.0,0,1299,2
2.6417524732485362,2.736687425033085,3.0259285771096796,0.0,0,371,1
2.6417524732485362,2.736687425033085,3.9596877313412744,1.3633333440000002,3,10466,1
2.6417524732485362,2.736687425033085,1.3790631940238238,0.0,0,839,1
3.3579757448351746,2.9834341359503975,3.161112128425807,1.5299999709999998,1,5576,1
3.3579757448351746,2.9834341359503975,2.9351464045717686,0.0,0,4010,1
3.3579757448351746,2.9834341359503975,2.9351464045717686,1.432857156,7,39337,1
3.3579757448351746,2.9834341359503975,1.996719160104987,0.0,0,1635,1
3.3579757448351746,2.9834341359503975,1.996719160104987,0.0,0,1631,1
3.3579757448351746,2.9834341359503975,1.853705786776653,1.416666667,3,13479,1
3.3579757448351746,2.9834341359503975,3.981240049911794,1.560769255,13,57022,3
3.3579757448351746,2.9834341359503975,3.981240049911794,1.389999986,1,5453,1
3.3579757448351746,2.9834341359503975,3.9596877313412744,1.480000019,3,11803,1
3.3579757448351746,2.9834341359503975,1.3790631940238238,1.570000052,1,4259,1
3.3579757448351746,2.9834341359503975,1.7725641437677435,0.0,0,1554,1
3.3579757448351746,2.9834341359503975,1.7725641437677435,1.289999962,1,5323,1
2.5255246708619254,2.9834341359503975,3.161112128425807,1.409999967,1,5024,1
2.5255246708619254,2.9834341359503975,2.9351464045717686,1.388750002,24,104648,4
2.5255246708619254,2.9834341359503975,1.5545777366064535,1.113333364,3,8504,1
2.5255246708619254,2.9834341359503975,3.981240049911794,1.341666679,6,20277,1
2.5255246708619254,2.9834341359503975,3.9596877313412744,1.30250001,4,12403,1
2.5255246708619254,2.9834341359503975,2.319283618959395,0.0,0,498,1
2.5255246708619254,2.9834341359503975,1.4025292293008829,0.0,0,652,0
2.5255246708619254,2.9834341359503975,2.209694532864243,0.0,0,1357,1
2.5255246708619254,2.9834341359503975,1.7725641437677435,0.0,0,1393,1
2.4922068390740257,2.9834341359503975,2.474225721784777,0.0,0,648,1
2.4922068390740257,2.9834341359503975,1.9690714336383628,0.0,0,708,1
2.4922068390740257,2.9834341359503975,1.853705786776653,1.174999982,2,6907,1
2.4922068390740257,2.9834341359503975,3.981240049911794,1.486923044,13,39035,1
2.4922068390740257,2.9834341359503975,2.862608520088835,0.0,0,926,1
2.4922068390740257,2.9834341359503975,2.209694532864243,1.4500000480000002,1,4412,1
2.4922068390740257,2.9834341359503975,1.7725641437677435,1.350000024,3,9965,1
2.6417524732485362,2.9834341359503975,3.161112128425807,1.433913034,23,73634,1
2.6417524732485362,2.9834341359503975,3.8049162123965274,1.564499975,20,69708,1
2.6417524732485362,2.9834341359503975,3.0259285771096796,0.0,0,530,1
2.6417524732485362,2.9834341359503975,2.6371128608923886,1.464999994,6,14257,1
2.6417524732485362,2.9834341359503975,3.981240049911794,1.823999977,5,20362,1
2.6417524732485362,2.9834341359503975,3.981240049911794,1.565000028,4,12215,1
2.6417524732485362,2.9834341359503975,3.9596877313412744,1.38,28,85412,2
3.3579757448351746,2.736687425033085,1.648293963254593,0.239999995,1,2338,1
3.3579757448351746,2.736687425033085,3.8049162123965274,0.0,0,2522,1
3.3579757448351746,2.736687425033085,2.9351464045717686,0.0,0,3587,1
3.3579757448351746,2.736687425033085,3.981240049911794,0.0,0,1273,1
3.3579757448351746,2.736687425033085,2.862608520088835,1.090000033,1,3891,1
3.3579757448351746,2.736687425033085,3.9596877313412744,0.0,0,1888,1
3.3579757448351746,2.736687425033085,3.9596877313412744,0.0,0,1895,1
2.5255246708619254,2.736687425033085,2.474225721784777,0.0,0,715,1
2.5255246708619254,2.736687425033085,2.9351464045717686,1.340000034,2,11199,1
2.5255246708619254,2.736687425033085,2.209694532864243,1.504999995,2,5676,1
2.4922068390740257,2.736687425033085,3.161112128425807,0.0,0,1415,1
2.4922068390740257,2.736687425033085,1.7636785786392084,1.580000043,1,2148,1
2.6417524732485362,2.736687425033085,2.9351464045717686,1.4060000419999998,10,45401,1
2.6417524732485362,2.736687425033085,1.996719160104987,1.4500000480000002,2,7478,1
2.6417524732485362,2.736687425033085,1.996719160104987,1.590000033,1,4919,1
2.6417524732485362,2.736687425033085,2.6371128608923886,0.0,0,533,1
2.6417524732485362,2.736687425033085,3.9596877313412744,0.0,0,1447,1
3.3579757448351746,2.9834341359503975,2.9351464045717686,1.530000051,3,17553,1
3.3579757448351746,2.9834341359503975,2.6371128608923886,0.540000021,1,3343,1
3.3579757448351746,2.9834341359503975,1.327318460192476,0.0,0,523,1
3.3579757448351746,2.9834341359503975,1.853705786776653,0.0,0,1873,1
3.3579757448351746,2.9834341359503975,3.981240049911794,1.915714299,7,34740,1
3.3579757448351746,2.9834341359503975,2.319283618959395,0.0,0,658,1
3.3579757448351746,2.9834341359503975,1.7725641437677435,0.0,0,1539,1
2.5255246708619254,2.9834341359503975,1.3790631940238238,0.860000014,1,3010,1
2.4922068390740257,2.9834341359503975,3.161112128425807,1.196666718,9,27081,1
2.4922068390740257,2.9834341359503975,2.9351464045717686,1.3975000380000002,4,20233,3
2.4922068390740257,2.9834341359503975,2.9351464045717686,1.6155555680000002,36,147159,3
2.4922068390740257,2.9834341359503975,1.996719160104987,1.517142824,7,21664,1
2.4922068390740257,2.9834341359503975,3.0259285771096796,1.36500001,4,9112,1
2.4922068390740257,2.9834341359503975,1.9690714336383628,0.0,0,542,1
2.4922068390740257,2.9834341359503975,1.7636785786392084,0.0,0,402,1
2.4922068390740257,2.9834341359503975,1.7725641437677435,0.0,0,1338,1
2.6417524732485362,2.9834341359503975,3.161112128425807,1.345333322,15,46150,1
2.6417524732485362,2.9834341359503975,2.9351464045717686,1.5205172219999998,116,493821,4
2.6417524732485362,2.9834341359503975,2.9351464045717686,1.273703721,27,92011,2
2.6417524732485362,2.9834341359503975,1.996719160104987,1.372500003,4,12956,1
2.6417524732485362,2.9834341359503975,3.0259285771096796,0.0,0,529,1
2.6417524732485362,2.9834341359503975,1.7142257217847767,1.419999957,1,944,1
2.6417524732485362,2.9834341359503975,1.853705786776653,1.367631586,38,111090,5
3.3579757448351746,2.736687425033085,3.161112128425807,1.5950000290000002,2,7208,1
3.3579757448351746,2.736687425033085,3.161112128425807,0.0,0,1746,1
3.3579757448351746,2.736687425033085,3.8049162123965274,0.0,0,2474,2
3.3579757448351746,2.736687425033085,2.9351464045717686,0.980000019,2,12489,1
3.3579757448351746,2.736687425033085,2.9351464045717686,0.600000024,1,8032,2
3.3579757448351746,2.736687425033085,1.9690714336383628,0.0,0,472,1
3.3579757448351746,2.736687425033085,1.7725641437677435,0.0,0,792,1
2.5255246708619254,2.736687425033085,3.8049162123965274,1.149999976,1,4607,1
2.5255246708619254,2.736687425033085,2.9351464045717686,1.590000034,2,13355,1
2.5255246708619254,2.736687425033085,2.9351464045717686,0.0,0,2936,1
2.5255246708619254,2.736687425033085,1.5545777366064535,0.980000019,1,2793,1
2.5255246708619254,2.736687425033085,2.862608520088835,0.0,0,1032,1
2.5255246708619254,2.736687425033085,3.9596877313412744,0.0,0,1662,1
2.4922068390740257,2.736687425033085,1.648293963254593,0.740000025,2,4016,1
2.4922068390740257,2.736687425033085,2.9351464045717686,0.979999979,3,14843,1
2.6417524732485362,2.736687425033085,3.161112128425807,1.5333333409999998,3,9674,1
2.6417524732485362,2.736687425033085,2.9351464045717686,1.334999979,2,12186,1
2.6417524732485362,2.736687425033085,2.6371128608923886,0.0,0,673,1
2.6417524732485362,2.736687425033085,1.9690714336383628,0.0,0,370,1
2.6417524732485362,2.736687425033085,1.853705786776653,0.0,0,450,1
3.3579757448351746,2.9834341359503975,3.161112128425807,0.0,0,2077,1
3.3579757448351746,2.9834341359503975,3.161112128425807,1.370000064,8,31393,1
3.3579757448351746,2.9834341359503975,3.8049162123965274,1.179999948,2,8410,1
3.3579757448351746,2.9834341359503975,2.9351464045717686,1.4700000290000002,5,25884,1
3.3579757448351746,2.9834341359503975,1.9690714336383628,0.0,0,608,1
3.3579757448351746,2.9834341359503975,1.5545777366064535,0.934000003,10,28488,1
3.3579757448351746,2.9834341359503975,1.853705786776653,1.5399999619999998,3,10126,1
3.3579757448351746,2.9834341359503975,3.981240049911794,1.7,5,22572,1
3.3579757448351746,2.9834341359503975,3.981240049911794,0.0,0,1955,1
3.3579757448351746,2.9834341359503975,1.7636785786392084,0.0,0,493,1
3.3579757448351746,2.9834341359503975,2.209694532864243,0.0,0,1491,1
3.3579757448351746,2.9834341359503975,1.7725641437677435,0.0,0,1495,1
2.5255246708619254,2.9834341359503975,1.9690714336383628,0.0,0,512,0
2.5255246708619254,2.9834341359503975,2.994653446097016,1.210000038,2,4868,1
2.5255246708619254,2.9834341359503975,1.853705786776653,1.475000024,2,6585,1
2.5255246708619254,2.9834341359503975,3.981240049911794,1.860000015,2,10164,1
2.5255246708619254,2.9834341359503975,3.9596877313412744,1.112499952,4,11182,1
2.5255246708619254,2.9834341359503975,2.209694532864243,0.0,0,1238,1
2.4922068390740257,2.9834341359503975,2.9351464045717686,1.633750021,8,34127,1
2.4922068390740257,2.9834341359503975,2.9351464045717686,1.5499999530000002,7,29466,2
2.4922068390740257,2.9834341359503975,2.9351464045717686,1.205555519,9,38759,1
2.4922068390740257,2.9834341359503975,2.9351464045717686,1.206000006,10,41720,1
2.6417524732485362,2.9834341359503975,3.8049162123965274,1.7720000269999998,5,18602,1
2.6417524732485362,2.9834341359503975,2.9351464045717686,1.320476169,21,83929,4
2.6417524732485362,2.9834341359503975,2.9351464045717686,1.224999984,6,25194,1
2.6417524732485362,2.9834341359503975,2.9351464045717686,1.3963158130000002,19,78627,1
2.6417524732485362,2.9834341359503975,2.9351464045717686,1.577199993,25,102695,3
2.6417524732485362,2.9834341359503975,3.981240049911794,1.997083346,24,82827,3
2.6417524732485362,2.9834341359503975,3.981240049911794,2.013333321,3,9240,1
2.6417524732485362,2.9834341359503975,3.9596877313412744,1.184999943,2,7706,1
2.6417524732485362,2.9834341359503975,1.3790631940238238,1.5850000380000002,4,7821,1
2.6417524732485362,2.9834341359503975,1.7725641437677435,0.0,0,1363,1
2.6417524732485362,2.9834341359503975,3.8049162123965274,0.0,0,3569,1
2.6417524732485362,2.9834341359503975,2.9351464045717686,1.565294103,34,119063,1
2.6417524732485362,2.9834341359503975,2.9351464045717686,1.556521717,23,99078,2
2.6417524732485362,2.9834341359503975,2.9351464045717686,1.580877204,114,452398,1
2.6417524732485362,2.9834341359503975,3.161112128425807,1.5918750119999998,48,191223,1
2.6417524732485362,2.9834341359503975,3.161112128425807,1.5916666590000002,6,22216,1
2.6417524732485362,2.9834341359503975,3.161112128425807,1.638181816,11,48291,1
2.4922068390740257,2.9834341359503975,2.209694532864243,1.67125,8,27559,1
2.6417524732485362,2.9834341359503975,2.994653446097016,1.147500008,4,10194,2
2.6417524732485362,2.9834341359503975,1.327318460192476,0.0,0,1168,1
2.6417524732485362,2.9834341359503975,1.9690714336383628,1.616250001,16,40126,1
2.6417524732485362,2.9834341359503975,3.0259285771096796,0.49000001,1,3659,1
3.3579757448351746,2.736687425033085,3.161112128425807,0.0,0,3200,1
2.6417524732485362,2.9834341359503975,3.9596877313412744,1.679999948,1,7550,1
2.6417524732485362,2.9834341359503975,2.862608520088835,1.694666624,15,45397,1
3.3579757448351746,2.736687425033085,2.9351464045717686,1.655000031,2,23086,1
3.3579757448351746,2.736687425033085,2.9351464045717686,1.5499999519999998,1,16425,1
3.3579757448351746,2.736687425033085,2.9351464045717686,1.087999988,5,43756,0
3.3579757448351746,2.736687425033085,2.9351464045717686,0.0,0,9982,1
2.6417524732485362,2.9834341359503975,1.853705786776653,1.483818143,55,175389,1
3.3579757448351746,2.736687425033085,3.8049162123965274,0.0,0,7015,1
2.6417524732485362,2.9834341359503975,1.792782152230971,1.663333297,3,12706,1
2.6417524732485362,2.9834341359503975,1.792782152230971,1.58549999,20,70702,1
2.6417524732485362,2.9834341359503975,2.209694532864243,1.5950000290000002,16,63927,2
2.6417524732485362,2.9834341359503975,2.209694532864243,1.419999997,3,15105,1
3.3579757448351746,2.9834341359503975,3.8049162123965274,1.830000043,1,8774,1
3.3579757448351746,2.9834341359503975,2.9351464045717686,1.389999986,1,14459,1
3.3579757448351746,2.9834341359503975,2.9351464045717686,1.404999972,2,21596,1
3.3579757448351746,2.9834341359503975,2.9351464045717686,1.381249964,8,66765,1
3.3579757448351746,2.9834341359503975,2.474225721784777,0.0,0,1369,1
3.3579757448351746,2.9834341359503975,3.161112128425807,1.445999956,5,26910,1
3.3579757448351746,2.9834341359503975,1.648293963254593,0.0,0,506,1
2.6417524732485362,2.736687425033085,2.209694532864243,1.423333287,3,11988,1
2.6417524732485362,2.736687425033085,1.7725641437677435,1.5799999830000002,6,19353,1
2.4922068390740257,2.736687425033085,3.9596877313412744,1.4450000530000002,2,10960,1
3.3579757448351746,2.736687425033085,3.8049162123965274,1.761666615,6,33491,2
3.3579757448351746,2.736687425033085,3.8049162123965274,1.600000024,2,20083,2
3.3579757448351746,2.736687425033085,2.9351464045717686,0.0,0,8817,1
3.3579757448351746,2.736687425033085,2.9351464045717686,0.970000029,1,15466,1
3.3579757448351746,2.736687425033085,2.9351464045717686,1.4566666680000002,3,27072,1
3.3579757448351746,2.736687425033085,2.9351464045717686,0.5699999929999999,1,15753,1
2.4922068390740257,2.736687425033085,3.0259285771096796,1.809999943,1,3523,1
2.4922068390740257,2.736687425033085,2.9351464045717686,0.0,0,7745,1
2.4922068390740257,2.736687425033085,2.9351464045717686,1.659999967,2,18709,1
2.4922068390740257,2.736687425033085,2.9351464045717686,0.0,0,8022,2
3.3579757448351746,2.736687425033085,3.161112128425807,1.179999948,1,7966,1
3.3579757448351746,2.736687425033085,3.161112128425807,0.0,0,4132,1
3.3579757448351746,2.736687425033085,3.161112128425807,1.576666673,3,12785,2
3.3579757448351746,2.736687425033085,3.161112128425807,1.379999995,1,8213,1
3.3579757448351746,2.736687425033085,1.648293963254593,0.0,0,545,1
2.4922068390740257,2.736687425033085,1.327318460192476,1.25999999,1,2479,1
2.4922068390740257,2.736687425033085,1.648293963254593,1.524999976,2,3812,1
2.6417524732485362,2.736687425033085,1.9690714336383628,0.0,0,1609,1
2.6417524732485362,2.736687425033085,2.6371128608923886,1.193333308,3,10257,1
2.4922068390740257,2.736687425033085,3.161112128425807,1.569999993,4,12356,1
2.6417524732485362,2.736687425033085,1.996719160104987,1.210000038,1,7410,1
2.6417524732485362,2.736687425033085,2.9351464045717686,1.665357147,28,140098,1
2.6417524732485362,2.736687425033085,2.9351464045717686,1.722000006,20,107021,1
2.5255246708619254,2.736687425033085,1.4025292293008829,1.289999962,1,2797,1
2.6417524732485362,2.736687425033085,2.474225721784777,1.536666632,6,16461,1
2.4922068390740257,2.736687425033085,2.209694532864243,1.543999982,5,17488,1
2.5255246708619254,2.736687425033085,3.161112128425807,0.75,2,9750,1
2.6417524732485362,2.736687425033085,1.4025292293008829,0.0,0,1136,1
2.6417524732485362,2.736687425033085,2.209694532864243,0.180000007,1,4333,1
2.5255246708619254,2.736687425033085,2.9351464045717686,0.0,0,6260,1
2.5255246708619254,2.736687425033085,2.9351464045717686,0.0,0,6359,1
3.3579757448351746,2.736687425033085,2.209694532864243,0.0,0,2383,1
2.4922068390740257,2.736687425033085,3.981240049911794,1.7966666219999998,3,11292,1
3.3579757448351746,2.736687425033085,1.7725641437677435,1.444999963,4,12729,1
3.3579757448351746,2.736687425033085,1.7725641437677435,0.0,0,1898,1
3.3579757448351746,2.736687425033085,1.7725641437677435,0.0,0,1882,1
3.3579757448351746,2.736687425033085,1.792782152230971,0.99000001,1,2883,1
3.3579757448351746,2.9834341359503975,2.474225721784777,1.2799999709999998,1,3989,1
2.4922068390740257,2.736687425033085,3.9596877313412744,1.319999993,4,19603,1
2.4922068390740257,2.736687425033085,1.7142257217847767,1.379999995,1,3047,1
2.5255246708619254,2.736687425033085,1.7142257217847767,1.049999952,1,3029,1
2.6417524732485362,2.736687425033085,1.853705786776653,1.340000033,1,3490,1
2.6417524732485362,2.736687425033085,2.862608520088835,0.0,0,2479,1
2.4922068390740257,2.736687425033085,3.0259285771096796,1.489999976,7,19581,2
2.6417524732485362,2.736687425033085,3.9596877313412744,1.219999981,5,19537,1
2.6417524732485362,2.736687425033085,2.9351464045717686,1.638333291,12,59433,3
2.6417524732485362,2.736687425033085,2.9351464045717686,1.702727296,33,157534,2
2.4922068390740257,2.736687425033085,2.474225721784777,0.0,0,1781,1
2.4922068390740257,2.736687425033085,2.9351464045717686,1.507499963,4,23769,1
2.4922068390740257,2.736687425033085,2.9351464045717686,0.0,0,7101,1
2.5255246708619254,2.736687425033085,1.7725641437677435,1.830000043,1,4726,1
3.3579757448351746,2.736687425033085,3.0259285771096796,0.959999979,1,5209,2
3.3579757448351746,2.736687425033085,1.996719160104987,0.873333315,3,13473,3
2.4922068390740257,2.736687425033085,1.648293963254593,0.0,0,500,1
3.3579757448351746,2.736687425033085,2.6371128608923886,1.360000014,1,4616,1
3.3579757448351746,2.736687425033085,1.3790631940238238,0.0,0,3279,1
3.3579757448351746,2.736687425033085,1.3790631940238238,0.0,0,3288,1
2.5255246708619254,2.736687425033085,3.981240049911794,1.5125000480000002,4,14615,1
3.3579757448351746,2.736687425033085,3.981240049911794,1.656666696,12,56615,2
3.3579757448351746,2.736687425033085,1.853705786776653,1.50999999,3,11735,1
3.3579757448351746,2.736687425033085,1.853705786776653,1.35599997,5,15910,1
2.5255246708619254,2.736687425033085,3.9596877313412744,1.5450000169999998,2,11446,1
2.5255246708619254,2.736687425033085,3.9596877313412744,0.0,0,4595,1
3.3579757448351746,2.736687425033085,3.9596877313412744,0.0,0,4871,1
2.5255246708619254,2.736687425033085,2.862608520088835,0.0,0,3199,1
3.3579757448351746,2.736687425033085,2.862608520088835,1.5700000530000002,2,9388,1
3.3579757448351746,2.736687425033085,2.862608520088835,1.2566667,6,17954,2
2.4922068390740257,2.9834341359503975,3.9596877313412744,0.0,0,2755,1
2.4922068390740257,2.9834341359503975,3.981240049911794,0.99000001,1,8152,1
2.4922068390740257,2.9834341359503975,3.981240049911794,1.797368426,19,74542,1
2.4922068390740257,2.9834341359503975,2.6371128608923886,1.5450000169999998,2,6699,1
2.4922068390740257,2.9834341359503975,2.6371128608923886,0.98999998,4,11911,1
2.4922068390740257,2.736687425033085,3.9596877313412744,1.325000048,2,10090,1
3.3579757448351746,2.736687425033085,2.319283618959395,0.0,0,1273,1
2.4922068390740257,2.9834341359503975,1.996719160104987,1.635999966,5,24188,1
3.3579757448351746,2.736687425033085,1.3790631940238238,0.0,0,2214,1
2.4922068390740257,2.736687425033085,2.319283618959395,1.0325000290000002,4,9735,1
3.3579757448351746,2.736687425033085,1.7636785786392084,0.0,0,1371,1
2.4922068390740257,2.9834341359503975,1.5545777366064535,1.347499967,4,10750,1
3.3579757448351746,2.736687425033085,3.9596877313412744,0.720000029,1,7629,1
3.3579757448351746,2.736687425033085,3.9596877313412744,0.0,0,4608,1
2.5255246708619254,2.736687425033085,3.9596877313412744,0.0,0,3732,1
3.3579757448351746,2.736687425033085,2.862608520088835,1.679999948,1,7453,1
2.5255246708619254,2.9834341359503975,1.7725641437677435,1.364285741,14,41785,1
2.5255246708619254,2.736687425033085,3.981240049911794,1.7899999619999998,2,8077,1
2.5255246708619254,2.9834341359503975,2.209694532864243,1.580000043,1,5602,1
3.3579757448351746,2.736687425033085,1.853705786776653,1.375,2,6184,1
3.3579757448351746,2.736687425033085,1.853705786776653,0.0,0,1738,1
2.5255246708619254,2.9834341359503975,3.981240049911794,1.651600027,25,112460,1
2.4922068390740257,2.736687425033085,3.8049162123965274,0.0,0,4414,1
2.5255246708619254,2.9834341359503975,1.7636785786392084,1.344285761,7,14670,1
3.3579757448351746,2.9834341359503975,1.7725641437677435,1.489999983,9,33144,1
2.6417524732485362,2.736687425033085,1.7725641437677435,0.949999988,1,4397,1
2.6417524732485362,2.736687425033085,1.792782152230971,0.0,0,1006,1
2.5255246708619254,2.9834341359503975,3.161112128425807,1.345416665,24,89527,1
2.5255246708619254,2.9834341359503975,3.8049162123965274,0.0,0,2459,1
2.5255246708619254,2.9834341359503975,3.8049162123965274,0.86500001,2,7116,1
3.3579757448351746,2.9834341359503975,3.8049162123965274,0.889999986,1,8613,2
2.5255246708619254,2.9834341359503975,2.9351464045717686,1.379999995,1,9730,1
3.3579757448351746,2.9834341359503975,2.9351464045717686,1.278749988,8,51816,2
3.3579757448351746,2.9834341359503975,2.9351464045717686,1.476666609,3,27289,1
3.3579757448351746,2.9834341359503975,3.9596877313412744,0.957499981,4,20409,1
3.3579757448351746,2.9834341359503975,3.9596877313412744,1.110000014,1,8044,1
3.3579757448351746,2.9834341359503975,2.862608520088835,1.337499976,4,15645,1
3.3579757448351746,2.9834341359503975,1.3790631940238238,0.0,0,2466,2
2.6417524732485362,2.736687425033085,3.161112128425807,1.316666683,3,11611,1
2.6417524732485362,2.736687425033085,2.474225721784777,1.339999994,3,9375,1
3.3579757448351746,2.9834341359503975,2.319283618959395,1.330000043,1,4402,1
3.3579757448351746,2.9834341359503975,1.996719160104987,1.544999957,2,8469,1
3.3579757448351746,2.9834341359503975,1.996719160104987,1.419999957,1,5823,1
2.5255246708619254,2.736687425033085,3.161112128425807,0.0,0,2549,1
2.5255246708619254,2.736687425033085,2.9351464045717686,1.504999995,4,25817,1
3.3579757448351746,2.9834341359503975,2.6371128608923886,0.0,0,1961,1
3.3579757448351746,2.9834341359503975,1.5545777366064535,0.0,0,2554,1
3.3579757448351746,2.9834341359503975,2.994653446097016,1.230000019,1,4971,1
2.5255246708619254,2.9834341359503975,1.327318460192476,0.0,0,1030,1
2.6417524732485362,2.9834341359503975,3.9596877313412744,1.376428566,56,162341,3
2.6417524732485362,2.9834341359503975,3.9596877313412744,1.332857132,7,24542,1
3.3579757448351746,2.9834341359503975,1.792782152230971,0.0,0,2879,1
3.3579757448351746,2.9834341359503975,1.7725641437677435,1.3633333440000002,3,13621,1
3.3579757448351746,2.9834341359503975,2.209694532864243,1.370000005,1,6175,2
3.3579757448351746,2.9834341359503975,2.862608520088835,0.0,0,2963,1
